"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761124","1990-05-29","1990-05-29","Catalog coverage dates","NSC/DC 132 - May 29, 1990 - NSC/DC Meeting on Iraq, Keywords: Iraq","90014-021","Series context and cross-volume routing","Series context","verified","true","7507248","7507248","HTTP Content-Length","Restricted - Possibly","0","0","0","10","13","33","0","13","2","1","0","8","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–021, NSC/DC 132—May 29, 1990—NSC/DC Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761124","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-132-90014-021.pdf"
"470761125","1990-05-29","1990-05-29","Catalog coverage dates","NSC/DC 133 - May 29, 1990 - NSC/DC Meeting on COCOM via SVTS, Keywords: COCOM","90014-022","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","8835437","8835437","HTTP Content-Length","Restricted - Possibly","0","0","0","17","8","63","0","7","52","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–022, NSC/DC 133—May 29, 1990—NSC/DC Meeting on COCOM via SVTS, Keywords: COCOM.","https://catalog.archives.gov/id/470761125","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-133-90014-022.pdf"
"470761126","1990-06-04","1990-06-04","Catalog coverage dates","NSC/DC 134 - June 04, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-023","Series context and cross-volume routing","Series context","verified","true","6134434","6134434","HTTP Content-Length","Restricted - Possibly","0","0","0","17","9","8","0","7","0","0","1","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–023, NSC/DC 134—June 04, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761126","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-134-90014-023.pdf"
"470761127","1990-06-05","1990-06-05","Catalog coverage dates","NSC/DC 135 - June 05, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-024","Series context and cross-volume routing","Series context","verified","true","1228767","1228767","HTTP Content-Length","Restricted - Possibly","0","0","0","17","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–024, NSC/DC 135—June 05, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761127","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-135-90014-024.pdf"
"470761128","1990-06-06","1990-06-06","Catalog coverage dates","NSC/DC 136 - June 06, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-025","Series context and cross-volume routing","Series context","verified","true","4652750","4652750","HTTP Content-Length","Restricted - Possibly","0","0","0","12","3","4","1","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–025, NSC/DC 136—June 06, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761128","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-136-90014-025.pdf"
"470761129","1990-06-07","1990-06-07","Catalog coverage dates","NSC/DC 137 - June 07, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-026","Series context and cross-volume routing","Series context","verified","true","3085576","3085576","Catalog objectFileSize","Restricted - Possibly","0","0","0","12","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–026, NSC/DC 137—June 07, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761129","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-137-90014-026.pdf"
"470761130","1990-06-08","1990-06-08","Catalog coverage dates","NSC/DC 138 - June 08, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-027","Series context and cross-volume routing","Series context","verified","true","10562259","10562259","HTTP Content-Length","Restricted - Possibly","3","1","0","12","5","5","0","3","2","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–027, NSC/DC 138—June 08, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761130","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-138-90014-027.pdf"
"470761131","1990-06-11","1990-06-11","Catalog coverage dates","NSC/DC 139 - June 11, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90014-028","Series context and cross-volume routing","Series context","verified","true","4329011","4329011","HTTP Content-Length","Restricted - Possibly","0","0","0","7","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–028, NSC/DC 139—June 11, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761131","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-139-90014-028.pdf"
"470761132","1990-06-13","1990-06-13","Catalog coverage dates","NSC/DC 140 - June 13, 1990 - NSC/DC Meeting on Counternarcotics, Keywords: Counternarcotics","90014-029","Series context and cross-volume routing","Series context","verified","true","16643512","16643512","HTTP Content-Length","Restricted - Possibly","0","0","0","7","23","39","0","20","0","0","0","0","19","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–029, NSC/DC 140—June 13, 1990—NSC/DC Meeting on Counternarcotics, Keywords: Counternarcotics.","https://catalog.archives.gov/id/470761132","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-140-90014-029.pdf"
"470761133","1990-06-15","1990-06-15","Catalog coverage dates","NSC/DC 141 - June 15, 1990 - NSC/DC Meeting on International Broadcasting, Keywords: Broadcasting","90014-030","Series context and cross-volume routing","Series context","verified","true","30718717","30718716","HTTP Content-Length","Restricted - Possibly","1","0","0","12","3","36","30","1","2","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–030, NSC/DC 141—June 15, 1990—NSC/DC Meeting on International Broadcasting, Keywords: Broadcasting.","https://catalog.archives.gov/id/470761133","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-141-90014-030.pdf"
"470761134","1990-06-15","1990-06-15","Catalog coverage dates","NSC/DC 142 - June 15, 1990 - NSC/DC Meeting on Liberia, Keywords: Liberia","90014-031","Series context and cross-volume routing","Series context","verified","true","3471922","3471922","HTTP Content-Length","Restricted - Possibly","0","0","0","15","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–031, NSC/DC 142—June 15, 1990—NSC/DC Meeting on Liberia, Keywords: Liberia.","https://catalog.archives.gov/id/470761134","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-142-90014-031.pdf"
"470761135","1990-06-19","1990-06-19","Catalog coverage dates","NSC/DC 143 - June 19, 1990 - NSC/DC Meeting on Nicaragua, Keywords: Nicaragua (File located @ NLMS)","90014-032","Series context and cross-volume routing","Series context","verified","true","1548037","1548037","HTTP Content-Length","Restricted - Possibly","0","0","0","0","10","10","0","9","0","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–032, NSC/DC 143—June 19, 1990—NSC/DC Meeting on Nicaragua, Keywords: Nicaragua (File located @ NLMS).","https://catalog.archives.gov/id/470761135","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-143-90014-032.pdf"
"470761136","1990-06-27","1990-06-27","Catalog coverage dates","NSC/DC 144 - June 27, 1990 - NSC/DC Meeting on NSR 18 / Counterintelligence, Keywords: Counterintelligence, Security [1]","90015-001","Series context and cross-volume routing","Series context","verified","true","3040338","3040338","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","20","0","13","1","0","2","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–001, NSC/DC 144—June 27, 1990—NSC/DC Meeting on NSR 18 / Counterintelligence, Keywords: Counterintelligence, Security [1].","https://catalog.archives.gov/id/470761136","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-144_1-90015-001.pdf"
"470761137","1990-06-27","1990-06-27","Catalog coverage dates","NSC/DC 144 - June 27, 1990 - NSC/DC Meeting on NSR 18 / Counterintelligence, Keywords: Counterintelligence, Security [2]","90015-002","Series context and cross-volume routing","Series context","verified","true","15888885","15888885","HTTP Content-Length","Restricted - Possibly","0","0","0","33","23","38","0","20","0","0","1","0","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–002, NSC/DC 144—June 27, 1990—NSC/DC Meeting on NSR 18 / Counterintelligence, Keywords: Counterintelligence, Security [2].","https://catalog.archives.gov/id/470761137","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-144_2-90015-002.pdf"
"470761138","1990-06-28","1990-06-28","Catalog coverage dates","NSC/DC 145 - June 28, 1990 - NSC/DC Meeting on Vietnamese Boat People, Keywords: Vietnam, Refugees","90015-003","Series context and cross-volume routing","Series context","verified","true","29121100","29121100","HTTP Content-Length","Restricted - Possibly","0","0","0","11","9","32","6","14","3","0","3","3","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–003, NSC/DC 145—June 28, 1990—NSC/DC Meeting on Vietnamese Boat People, Keywords: Vietnam, Refugees.","https://catalog.archives.gov/id/470761138","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-145-90015-003.pdf"
"470761140","1990-06-28","1990-06-28","Catalog coverage dates","NSC/DC 147 - June 28, 1990 - NSC/DC Meeting on Pakistan's Nuclear Program, Keywords: Pakistan, Nuclear Matters","90015-005","Series context and cross-volume routing","Series context","verified","true","5281507","5281507","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","6","6","0","5","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–005, NSC/DC 147—June 28, 1990—NSC/DC Meeting on Pakistan's Nuclear Program, Keywords: Pakistan, Nuclear Matters.","https://catalog.archives.gov/id/470761140","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf"
"470761139","1990-06-29","1990-06-29","Catalog coverage dates","NSC/DC 146 - June 29, 1990 - NSC/DC Meeting on Liberia, Keywords: Liberia","90015-004","Series context and cross-volume routing","Series context","verified","true","11721644","11721644","HTTP Content-Length","Restricted - Possibly","0","0","0","7","4","9","3","5","0","0","0","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–004, NSC/DC 146—June 29, 1990—NSC/DC Meeting on Liberia, Keywords: Liberia.","https://catalog.archives.gov/id/470761139","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-146-90015-004.pdf"
"470761141","1990-07-02","1990-07-02","Catalog coverage dates","NSC/DC 148 - July 02, 1990 - NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia","90015-006","Series context and cross-volume routing","Series context","verified","true","5808567","5808567","HTTP Content-Length","Restricted - Possibly","0","0","0","17","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–006, NSC/DC 148—July 02, 1990—NSC/DC Meeting on Liberia via SVTS, Keywords: Liberia.","https://catalog.archives.gov/id/470761141","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-148-90015-006.pdf"
"470761142","1990-07-03","1990-07-03","Catalog coverage dates","NSC/DC 149 - July 03, 1990 - NSC/DC Meeting on Liberia, Keywords: Liberia","90015-007","Series context and cross-volume routing","Series context","verified","true","5772464","5772464","HTTP Content-Length","Restricted - Possibly","0","0","0","10","7","6","0","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–007, NSC/DC 149—July 03, 1990—NSC/DC Meeting on Liberia, Keywords: Liberia.","https://catalog.archives.gov/id/470761142","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-149-90015-007.pdf"
"470761143","1990-07-03","1990-07-03","Catalog coverage dates","NSC/DC 150 - July 03, 1990 - NSC/DC Meeting on [...], Keywords:","90015-008","Series context and cross-volume routing","Series context","verified","true","2340094","2340094","HTTP Content-Length","Restricted - Possibly","0","0","0","0","18","16","0","16","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–008, NSC/DC 150—July 03, 1990—NSC/DC Meeting on [...], Keywords:.","https://catalog.archives.gov/id/470761143","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-150-90015-008.pdf"
"352356448","1990-07-05","1990-07-05","Folder title date","NSC/DC 151 - July 05, 1990 - NSC/DC Meeting on Definition of Covert Action, Keywords: Covert Action","90015-009","Series context and cross-volume routing","Series context","verified","true","7396895","7396895","Catalog objectFileSize","Restricted - Possibly","0","0","0","8","15","17","0","13","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–009, NSC/DC 151—July 05, 1990—NSC/DC Meeting on Definition of Covert Action, Keywords: Covert Action.","https://catalog.archives.gov/id/352356448","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-151-90015-009.pdf"
"470761144","1990-07-06","1990-07-06","Catalog coverage dates","NSC/DC 152 - July 06, 1990 - NSC/DC Meeting on Philippine Internal Security, Keywords: Philippines, Military Bases","90015-010","Series context and cross-volume routing","Series context","verified","true","13460229","13460229","HTTP Content-Length","Restricted - Possibly","0","0","0","22","9","40","0","8","6","0","6","3","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–010, NSC/DC 152—July 06, 1990—NSC/DC Meeting on Philippine Internal Security, Keywords: Philippines, Military Bases.","https://catalog.archives.gov/id/470761144","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-152-90015-010.pdf"
"470761145","1990-07-06","1990-07-06","Catalog coverage dates","NSC/DC 153 - July 06, 1990 - NSC/DC Meeting on Liberia, Keywords: Liberia","90015-011","Series context and cross-volume routing","Series context","verified","true","1553222","1553222","HTTP Content-Length","Restricted - Possibly","0","0","0","2","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–011, NSC/DC 153—July 06, 1990—NSC/DC Meeting on Liberia, Keywords: Liberia.","https://catalog.archives.gov/id/470761145","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-153-90015-011.pdf"
"470761146","1990-07-09","1990-07-09","Catalog coverage dates","NSC/DC 154 - July 09, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters","90015-012","Series context and cross-volume routing","Series context","verified","true","923464","923464","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","6","0","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–012, NSC/DC 154—July 09, 1990—NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters.","https://catalog.archives.gov/id/470761146","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf"
"470761147","1990-07-12","1990-07-12","Catalog coverage dates","NSC/DC 155 - July 12, 1990 - NSC/DC Meeting to Review Soviets BW Program, Keywords: USSR, CBW","90015-013","Series context and cross-volume routing","Series context","verified","true","1532016","1532016","HTTP Content-Length","Restricted - Possibly","0","0","0","5","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–013, NSC/DC 155—July 12, 1990—NSC/DC Meeting to Review Soviets BW Program, Keywords: USSR, CBW.","https://catalog.archives.gov/id/470761147","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-155-90015-013.pdf"
"470761148","1990-07-18","1990-07-18","Catalog coverage dates","NSC/DC 156 - July 18, 1990 - NSC/DC Meeting on TV MARTI via SVTS, Keywords: Cuba [1]","90015-014","Series context and cross-volume routing","Series context","verified","true","10821585","10821585","HTTP Content-Length","Restricted - Possibly","0","0","0","0","41","38","0","38","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–014, NSC/DC 156—July 18, 1990—NSC/DC Meeting on TV MARTI via SVTS, Keywords: Cuba [1].","https://catalog.archives.gov/id/470761148","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-156_1-90015-014.pdf"
"470761149","1990-07-18","1990-07-18","Catalog coverage dates","NSC/DC 156 - July 18, 1990 - NSC/DC Meeting on TV MARTI via SVTS, Keywords: Cuba [2]","90015-015","Series context and cross-volume routing","Series context","verified","true","4655175","4655175","HTTP Content-Length","Restricted - Possibly","0","0","0","0","17","16","0","16","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–015, NSC/DC 156—July 18, 1990—NSC/DC Meeting on TV MARTI via SVTS, Keywords: Cuba [2].","https://catalog.archives.gov/id/470761149","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-156_2-90015-015.pdf"
"470761150","1990-07-18","1990-07-18","Catalog coverage dates","NSC/DC 157 - July 18, 1990 - NSC/DC Meeting on Withdrawal and Transfer of Soviet Equipment FM Europe, Keywords: CFE, USSR, Treaties","90015-016","Series context and cross-volume routing","Series context","verified","true","14117738","14117738","HTTP Content-Length","Restricted - Possibly","0","0","0","4","15","27","0","13","0","0","14","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–016, NSC/DC 157—July 18, 1990—NSC/DC Meeting on Withdrawal and Transfer of Soviet Equipment FM Europe, Keywords: CFE, USSR, Treaties.","https://catalog.archives.gov/id/470761150","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-157-90015-016.pdf"
"470761151","1990-07-19","1990-07-19","Catalog coverage dates","NSC/DC 158 - July 19, 1990 - NSC/DC Meeting on Soviet Commercial Presence in U.S., Keywords: USSR","90015-017","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","5706308","5706308","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","18","28","0","16","4","0","0","0","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–017, NSC/DC 158—July 19, 1990—NSC/DC Meeting on Soviet Commercial Presence in U.S., Keywords: USSR.","https://catalog.archives.gov/id/470761151","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-158-90015-017.pdf"
"470761152","1990-07-20","1990-07-20","Catalog coverage dates","NSC/DC 159 - July 20, 1990 - NSC/DC Meeting on CW at Undeclared Sites, Keywords: CBW, Arms Control","90015-018","Series context and cross-volume routing","Series context","verified","true","8755607","8755607","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","9","15","0","7","0","0","7","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–018, NSC/DC 159—July 20, 1990—NSC/DC Meeting on CW at Undeclared Sites, Keywords: CBW, Arms Control.","https://catalog.archives.gov/id/470761152","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-159-90015-018.pdf"
